price,postal_code,longitude,latitude,region,province,municipality,crime_rate,population_km,prosperity_index,type_of_property,subtype_of_property,state_of_the_building,number_of_rooms,living_area,fully_equipped_kitchen,furnished,open_fire,number_of_facades,swimming_pool,crimes,ext_area
250000,8580,50.77754918828237,3.4483560009053003,région flamande,flandre occidentale (la),avelgem,13.742071881606766,470.469239038385,101.0,house,house,good,6,234.0,0,0.0,0,4.0,0.0,143.0,0.0
530000,3090,50.77131194884989,4.532882605153322,région flamande,brabant flamand (le),overijse,14.131690412013862,577.2661519713939,130.0,house,villa,excellent,3,145.0,0,0.0,1,4.0,1.0,367.0,400.0
149000,8647,50.97051264978583,2.736133320548195,région flamande,flandre occidentale (la),lo-reninge,9.017412935323383,50.7278139988987,94.0,house,house,renovation,4,135.0,0,0.0,0,3.0,0.0,29.0,0.0
355000,8400,51.204054302137884,2.920364240174513,région flamande,flandre occidentale (la),oostende,32.0998539663296,1772.3684232052299,99.0,apartment,duplex,good,2,103.0,0,0.0,0,2.0,0.0,2330.0,6.0
249000,2400,51.241515872832345,5.1221318711285955,région flamande,antwerpen,dessel,2.698915243680905,336.407996847784,107.0,apartment,apartment,good,3,110.0,0,0.0,0,2.0,0.0,104.0,0.0
170000,7100,50.48132422290698,4.19011154300274,région wallonne,hainaut (le),la louvière,24.27345798303812,1258.43278222277,80.0,apartment,apartment,excellent,2,85.0,0,0.0,0,2.0,0.0,1972.0,0.0
169000,6040,50.444720779004314,4.43508407116947,région wallonne,hainaut (le),charleroi,50.85600180107869,1984.71493052662,72.0,house,house,renovation,2,95.0,0,0.0,0,2.0,0.0,10391.0,0.0
330000,1083,50.87440457885052,4.309447398997361,région de bruxelles-capitale,région de bruxelles-capitale,ganshoren,23.979033015177592,10487.0677684296,79.0,apartment,apartment,excellent,3,139.0,0,0.0,0,4.0,0.0,613.0,16.0
249999,6030,50.41515789568444,4.361351528564767,région wallonne,hainaut (le),charleroi,50.85600180107869,1984.71493052662,72.0,house,mixed_use_building,good,3,400.0,0,0.0,0,2.0,0.0,10391.0,0.0
175000,4800,50.59152456135572,5.865875472582388,région wallonne,liège,verviers,28.653397884167116,1689.5949580087,77.0,house,mixed_use_building,renovation,3,135.0,0,0.0,0,3.0,0.0,1598.0,0.0
524000,2630,51.13183400239181,4.382521989987779,région flamande,antwerpen,aartselaar,14.775016789791806,1351.3113709993202,124.0,house,house,good,6,212.0,0,0.0,0,3.0,0.0,220.0,372.0
310000,1300,50.72477661519289,4.609958977641858,région wallonne,brabant wallon (le),wavre,21.823499634400136,844.332715245123,112.0,apartment,apartment,good,1,73.0,0,0.0,0,4.0,0.0,776.0,4.0
179900,6001,50.38225363133343,4.440022349479033,région wallonne,hainaut (le),charleroi,50.85600180107869,1984.71493052662,72.0,house,house,good,4,105.0,1,0.0,0,3.0,0.0,10391.0,300.0
499000,8500,50.81548648715903,3.276541129725285,région flamande,flandre occidentale (la),kortrijk,31.262495001999202,991.805423321235,103.0,house,town_house,excellent,3,280.0,1,0.0,0,2.0,0.0,2502.0,0.0
185000,6990,50.268167181605,5.451885055651398,région wallonne,luxembourg,hotton,15.597616543988785,100.064471963675,89.0,house,mixed_use_building,renovation,3,183.0,0,0.0,0,2.0,0.0,89.0,0.0
419000,9240,51.06733279544228,4.035908298040555,région flamande,flandre orientale (la),zele,16.696897818706105,646.112160335102,99.0,house,house,renovation,6,160.0,0,0.0,0,4.0,0.0,359.0,990.0
625000,9700,50.848018865686875,3.611088262898648,région flamande,flandre orientale (la),oudenaarde,17.27723075041282,474.49818900051304,110.0,house,mixed_use_building,good,4,370.0,0,0.0,0,2.0,0.0,565.0,0.0
260000,8400,51.204054302137884,2.920364240174513,région flamande,flandre occidentale (la),oostende,32.0998539663296,1772.3684232052299,99.0,apartment,apartment,good,2,80.0,0,0.0,0,2.0,0.0,2330.0,7.0
325000,8870,50.91131070183646,3.2046318970732175,région flamande,flandre occidentale (la),izegem,19.57094467444486,1140.12097289335,100.0,house,house,good,3,185.0,0,0.0,0,2.0,0.0,572.0,0.0
250000,2300,51.3289645417869,4.940164879461028,région flamande,antwerpen,turnhout,26.297431561145757,834.13599416103,93.0,apartment,apartment,excellent,3,118.0,0,0.0,0,2.0,0.0,1244.0,7.0
200000,9470,50.884211048076374,4.068749078554287,région flamande,flandre orientale (la),denderleeuw,20.56420972644377,1518.6613738548199,101.0,apartment,apartment,good,2,103.0,0,0.0,0,4.0,0.0,433.0,0.0
269000,1785,50.96497401622396,4.232932989110518,région flamande,brabant flamand (le),merchtem,13.478284985301459,488.56406714668,116.0,apartment,apartment,good,1,91.0,0,0.0,0,2.0,0.0,243.0,4.0
995000,8300,51.346651571344495,3.331958012765075,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,house,house,excellent,3,218.0,0,0.0,0,2.0,0.0,803.0,0.0
220000,9300,50.941780843882924,4.047007532896995,région flamande,flandre orientale (la),aalst,18.682345183801306,1156.87598097508,105.0,house,house,renovation,2,155.0,0,0.0,0,2.0,0.0,1700.0,0.0
335000,1400,50.591388384222846,4.327273956190343,région wallonne,brabant wallon (le),nivelles,30.822153422772615,477.86762741238095,113.0,house,house,good,3,165.0,0,0.0,0,2.0,0.0,896.0,17.0
245000,8520,50.86016289078808,3.27159421386401,région flamande,flandre occidentale (la),kuurne,16.18946624248851,1398.87567777974,100.0,house,house,good,3,200.0,0,0.0,0,2.0,0.0,229.0,0.0
380000,1850,50.940765638040666,4.3851759462201425,région flamande,brabant flamand (le),grimbergen,20.020070245860513,1030.77632792424,114.0,house,house,good,4,211.0,0,0.0,0,2.0,0.0,798.0,0.0
342000,3010,50.88954206447257,4.736791897843723,région flamande,brabant flamand (le),leuven,41.60216904306358,1808.58488079449,114.0,apartment,apartment,good,2,92.0,1,0.0,0,2.0,0.0,4327.0,0.0
490000,2300,51.3289645417869,4.940164879461028,région flamande,antwerpen,turnhout,26.297431561145757,834.13599416103,93.0,apartment,apartment,good,4,250.0,0,0.0,0,2.0,0.0,1244.0,11.0
349000,2811,51.02601332098993,4.400356854897055,région flamande,antwerpen,mechelen,25.72973699237513,1357.59915339489,105.0,house,house,good,3,190.0,0,0.0,0,4.0,0.0,2298.0,0.0
202000,6760,49.6024106010902,5.586439661915086,région wallonne,luxembourg,virton,21.72765657987333,118.88075235704501,95.0,house,house,renovation,3,358.0,0,0.0,0,3.0,0.0,247.0,0.0
199000,7330,50.4500706332298,3.8172904337168116,région wallonne,hainaut (le),saint-ghislain,19.28989596933833,336.373716511774,95.0,apartment,apartment,good,1,75.0,0,0.0,0,3.0,0.0,458.0,4.0
325000,3270,50.97091251522217,4.977675317891447,région flamande,brabant flamand (le),scherpenheuvel-zichem,9.791258697554268,469.25040293244297,109.0,house,house,good,3,225.0,0,0.0,0,3.0,0.0,235.0,0.0
555287,9190,51.21058097517089,4.018028609943872,région flamande,flandre orientale (la),stekene,11.792332431466638,432.779122429367,111.0,house,house,good,3,164.0,1,0.0,0,2.0,0.0,231.0,0.0
849000,2600,51.19213330584189,4.431973220636266,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,house,house,excellent,4,232.0,1,0.0,0,2.0,0.0,20886.0,70.0
229000,8800,50.94625796358603,3.1177834512642963,région flamande,flandre occidentale (la),roeselare,22.833599951706862,1097.11095990371,100.0,apartment,apartment,excellent,3,104.0,0,0.0,0,2.0,0.0,1513.0,0.0
369000,4690,50.76497607239577,5.604165228217777,région wallonne,liège,bassenge,14.953478068232167,236.29681329615102,98.0,house,house,excellent,3,150.0,0,0.0,0,3.0,0.0,135.0,394.0
245000,1090,50.881720021988286,4.321383766329789,région de bruxelles-capitale,région de bruxelles-capitale,jette,33.72946199197886,10426.5848526525,79.0,apartment,apartment,renovation,2,85.0,0,0.0,0,2.0,0.0,1825.0,2.0
695000,1800,50.93012891009888,4.428578360497885,région flamande,brabant flamand (le),vilvoorde,22.742122457582465,2199.23242639698,92.0,apartment,penthouse,good,3,365.0,0,0.0,0,2.0,0.0,1079.0,113.0
595000,8301,51.31166474283851,3.2588654806261412,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,apartment,good,2,84.0,0,0.0,0,4.0,0.0,803.0,0.0
179000,9300,50.941780843882924,4.047007532896995,région flamande,flandre orientale (la),aalst,18.682345183801306,1156.87598097508,105.0,apartment,apartment,good,1,80.0,0,0.0,0,2.0,0.0,1700.0,0.0
359900,1730,50.909272565714325,4.186788555395837,région flamande,brabant flamand (le),asse,19.941266955670535,711.948658934041,104.0,apartment,duplex,excellent,2,108.0,0,0.0,0,2.0,0.0,713.0,34.0
349000,1500,50.73071382505011,4.240277878728712,région flamande,brabant flamand (le),halle,20.706655710764174,946.925298320373,104.0,apartment,duplex,excellent,3,126.0,0,0.0,0,3.0,0.0,882.0,6.0
245000,5300,50.470976974644394,5.045737027703342,région wallonne,namur,andenne,19.867314719551565,327.336613744712,94.0,apartment,apartment,good,2,99.0,0,0.0,0,2.0,0.0,560.0,2.0
899000,8300,51.346651571344495,3.331958012765075,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,apartment,excellent,2,62.0,1,0.0,0,2.0,0.0,803.0,0.0
159000,2180,51.28352081368884,4.4304552890543425,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,good,1,67.0,0,0.0,0,2.0,0.0,20886.0,0.0
115000,5000,50.457759547420494,4.854539162275639,région wallonne,namur,namur,35.7975153755848,648.80394173945,98.0,apartment,apartment,good,1,45.0,0,0.0,0,2.0,0.0,4086.0,0.0
269000,6800,49.966023829437134,5.380064364430568,région wallonne,luxembourg,libramont-chevigny,19.46207818242566,66.8044226090183,97.0,apartment,apartment,excellent,3,120.0,1,0.0,0,2.0,0.0,233.0,20.0
595000,8300,51.346651571344495,3.331958012765075,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,apartment,excellent,2,62.0,1,0.0,0,2.0,0.0,803.0,0.0
215000,8370,51.29837935392511,3.14160121764503,région flamande,flandre occidentale (la),blankenberge,31.56768325307651,1081.02201932326,102.0,apartment,apartment,good,2,77.0,1,0.0,0,2.0,0.0,649.0,6.0
175000,4032,50.614135660989234,5.623582074795952,région wallonne,liège,liège,73.12874786748255,2851.82092694799,81.0,house,house,renovation,2,90.0,0,0.0,0,2.0,0.0,14317.0,110.0
220000,7300,50.428770523273045,3.788860299004143,région wallonne,hainaut (le),boussu,21.594438692501107,1010.3089065681199,77.0,apartment,duplex,excellent,3,127.0,0,1.0,0,2.0,0.0,438.0,0.0
275000,4400,50.593410925357574,5.430129978484226,région wallonne,liège,flémalle,22.924227834975188,738.411543919489,88.0,house,mixed_use_building,good,3,252.0,0,0.0,0,2.0,0.0,619.0,225.0
1250000,8300,51.346651571344495,3.331958012765075,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,apartment,good,2,75.0,0,0.0,0,2.0,0.0,803.0,0.0
389000,9620,50.86893462600802,3.790568577398006,région flamande,flandre orientale (la),zottegem,18.764465016912943,488.761972623482,116.0,house,house,excellent,3,233.0,0,0.0,0,3.0,0.0,527.0,0.0
360000,9032,51.115287374583325,3.738386889083249,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,house,house,renovation,4,193.0,0,0.0,0,3.0,0.0,12242.0,0.0
439000,9240,51.06733279544228,4.035908298040555,région flamande,flandre orientale (la),zele,16.696897818706105,646.112160335102,99.0,house,house,good,5,190.5,0,0.0,0,4.0,0.0,359.0,0.0
1320000,2000,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,house,house,excellent,6,368.0,1,0.0,0,2.0,0.0,20886.0,30.0
315000,1730,50.909272565714325,4.186788555395837,région flamande,brabant flamand (le),asse,19.941266955670535,711.948658934041,104.0,apartment,ground_floor,excellent,2,86.0,0,0.0,0,2.0,0.0,713.0,47.0
220000,2300,51.3289645417869,4.940164879461028,région flamande,antwerpen,turnhout,26.297431561145757,834.13599416103,93.0,apartment,apartment,excellent,2,90.0,0,0.0,0,2.0,0.0,1244.0,5.0
499000,8620,51.108205475195454,2.7795516374437015,région flamande,flandre occidentale (la),nieuwpoort,32.21300742034047,344.161951227309,110.0,apartment,apartment,excellent,2,73.0,1,1.0,0,2.0,0.0,369.0,0.0
799000,1410,50.70976366812478,4.403520554166193,région wallonne,brabant wallon (le),waterloo,29.056085762844816,1434.78744291812,127.0,house,villa,renovation,4,280.0,0,0.0,0,4.0,0.0,889.0,2.0
170000,7340,50.41357901065898,3.837522601240584,région wallonne,hainaut (le),colfontaine,18.3176669076886,1509.2064869470598,73.0,apartment,apartment,good,3,149.0,0,0.0,0,2.0,0.0,380.0,10.0
179000,8450,51.23671218246712,2.9773784952722453,région flamande,flandre occidentale (la),bredene,24.642464246424645,1275.61393130391,106.0,apartment,apartment,good,2,55.0,0,0.0,0,2.0,0.0,448.0,21.0
279000,4032,50.614135660989234,5.623582074795952,région wallonne,liège,liège,73.12874786748255,2851.82092694799,81.0,house,house,good,4,290.0,0,0.0,0,2.0,0.0,14317.0,216.0
279000,8400,51.204054302137884,2.920364240174513,région flamande,flandre occidentale (la),oostende,32.0998539663296,1772.3684232052299,99.0,apartment,apartment,good,2,96.0,1,1.0,0,2.0,0.0,2330.0,8.0
1295000,3270,50.97091251522217,4.977675317891447,région flamande,brabant flamand (le),scherpenheuvel-zichem,9.791258697554268,469.25040293244297,109.0,house,villa,excellent,3,300.0,0,0.0,0,4.0,0.0,235.0,0.0
460000,8660,51.0704142079429,2.5945876048058936,région flamande,flandre occidentale (la),de panne,26.041194084021416,413.892533278804,107.0,apartment,apartment,good,4,77.0,0,0.0,0,2.0,0.0,287.0,0.0
295000,4100,50.58496196593964,5.508048762890354,région wallonne,liège,seraing,37.002458531727505,1823.3599286567098,77.0,house,house,good,2,150.0,1,0.0,0,3.0,0.0,2378.0,140.0
335000,1500,50.73071382505011,4.240277878728712,région flamande,brabant flamand (le),halle,20.706655710764174,946.925298320373,104.0,apartment,apartment,good,1,61.0,0,1.0,0,2.0,0.0,882.0,6.0
480180,3360,50.82540076878983,4.757466104552368,région flamande,brabant flamand (le),bierbeek,10.442377064742738,270.344487759559,134.0,apartment,duplex,excellent,2,108.0,0,0.0,0,4.0,1.0,110.0,8.0
193000,3000,50.85734711667344,4.691098755030863,région flamande,brabant flamand (le),leuven,41.60216904306358,1808.58488079449,114.0,apartment,kot,excellent,1,20.0,1,1.0,0,2.0,0.0,4327.0,0.0
445000,2000,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,good,2,101.0,0,0.0,0,2.0,0.0,20886.0,20.0
395000,1420,50.692382997024126,4.35823745489421,région wallonne,brabant wallon (le),braine-l'alleud,20.340574874570574,773.318325543831,117.0,apartment,apartment,excellent,2,97.0,1,0.0,0,2.0,0.0,823.0,13.0
215000,8500,50.81548648715903,3.276541129725285,région flamande,flandre occidentale (la),kortrijk,31.262495001999202,991.805423321235,103.0,house,house,excellent,2,152.0,0,0.0,0,2.0,0.0,2502.0,0.0
349000,2180,51.28352081368884,4.4304552890543425,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,house,mixed_use_building,renovation,3,531.0,0,0.0,0,3.0,0.0,20886.0,80.0
178000,8450,51.23671218246712,2.9773784952722453,région flamande,flandre occidentale (la),bredene,24.642464246424645,1275.61393130391,106.0,apartment,ground_floor,good,2,55.0,0,1.0,0,2.0,1.0,448.0,0.0
449000,9000,51.053260703972086,3.720262345300755,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,apartment,apartment,good,1,80.0,1,0.0,0,2.0,0.0,12242.0,0.0
249500,2050,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,good,3,108.0,0,0.0,0,4.0,0.0,20886.0,6.0
355000,2221,51.04634221090044,4.7673047365352055,région flamande,antwerpen,heist-op-den-berg,10.807774407369958,513.4838872782819,110.0,house,house,good,4,158.0,0,0.0,0,3.0,0.0,481.0,0.0
159999,5621,50.29540777309948,4.565329626632812,région wallonne,namur,florennes,18.10511513447003,84.7996740735185,92.0,house,house,renovation,2,123.0,0,0.0,0,2.0,0.0,206.0,100.0
630000,5070,50.3948193471962,4.691483360689996,région wallonne,namur,fosses-la-ville,16.125935880207336,164.56756665179998,98.0,house,villa,excellent,5,350.0,0,0.0,1,4.0,0.0,168.0,0.0
159000,4100,50.58496196593964,5.508048762890354,région wallonne,liège,seraing,37.002458531727505,1823.3599286567098,77.0,apartment,apartment,excellent,2,85.0,1,0.0,0,2.0,0.0,2378.0,0.0
249000,8610,51.0244017181459,2.9995172539979014,région flamande,flandre occidentale (la),kortemark,12.641435817401483,231.18527545170798,96.0,house,house,good,2,123.0,0,0.0,0,3.0,0.0,162.0,385.0
325000,5170,50.38843943711718,4.8264040094071285,région wallonne,namur,profondeville,13.395031660983925,244.536287493678,110.0,house,house,good,3,114.0,0,0.0,0,4.0,0.0,165.0,824.0
825000,4317,50.65927815315745,5.2435332996051995,région wallonne,liège,faimes,8.236434108527133,144.70754755376402,115.0,house,villa,good,4,400.0,0,0.0,0,4.0,0.0,34.0,120.0
695000,3380,50.87384458226342,4.952022082423206,région flamande,brabant flamand (le),glabbeek,6.267281105990784,200.99204486453698,120.0,house,villa,good,5,487.0,0,0.0,0,3.0,0.0,34.0,0.0
145000,9800,50.98786919100002,3.5164337686649905,région flamande,flandre orientale (la),deinze,15.702315761694267,355.16631787008197,114.0,house,house,renovation,3,160.0,0,0.0,0,2.0,0.0,714.0,56.0
289000,2600,51.19213330584189,4.431973220636266,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,excellent,2,86.0,0,0.0,0,2.0,0.0,20886.0,11.0
119000,4420,50.629837917805894,5.535060559845203,région wallonne,liège,saint-nicolas,24.662120779061695,3546.4469281913603,75.0,house,apartment_block,good,4,223.0,0,0.0,0,2.0,0.0,604.0,0.0
579000,9000,51.053260703972086,3.720262345300755,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,house,house,good,5,159.0,0,0.0,0,2.0,0.0,12242.0,55.0
380000,9800,50.98786919100002,3.5164337686649905,région flamande,flandre orientale (la),deinze,15.702315761694267,355.16631787008197,114.0,apartment,apartment,excellent,2,94.0,1,0.0,0,4.0,0.0,714.0,30.0
335000,8531,50.89094037278907,3.2901107325128245,région flamande,flandre occidentale (la),harelbeke,13.643659711075442,1017.21337009688,102.0,house,house,excellent,4,164.5,1,0.0,0,2.0,0.0,408.0,0.0
390000,8790,50.878530359819216,3.426441012327737,région flamande,flandre occidentale (la),waregem,14.676100707553065,898.816906432075,106.0,house,house,excellent,4,159.0,0,0.0,0,2.0,0.0,587.0,675.0
1250000,2000,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,excellent,3,272.0,0,0.0,0,2.0,0.0,20886.0,25.0
280000,9900,51.19431839992802,3.5623319136868963,région flamande,flandre orientale (la),eeklo,27.052363733761883,735.687300613831,100.0,house,house,good,3,157.0,0,0.0,0,2.0,0.0,606.0,40.0
327000,3970,51.12093887157154,5.265840257968899,région flamande,limbourg (le),leopoldsburg,11.200096344914794,734.912596646184,96.0,house,house,good,3,143.0,0,0.0,0,3.0,0.0,186.0,226.0
169000,9520,50.9399317811508,3.9054061642290923,région flamande,flandre orientale (la),sint-lievens-houtem,10.012164311780667,395.043222245617,116.0,house,house,excellent,2,160.0,0,0.0,0,4.0,0.0,107.0,0.0
469000,8020,51.115614510612126,3.20946687009095,région flamande,flandre occidentale (la),oostkamp,9.227600411946446,302.959055698277,112.0,house,house,excellent,3,160.0,1,0.0,0,4.0,0.0,224.0,0.0
245000,7130,50.41072051574393,4.175446206829685,région wallonne,hainaut (le),binche,20.147989658553982,549.656519802482,90.0,house,house,good,4,219.0,0,0.0,0,2.0,0.0,678.0,0.0
259000,4432,50.6804582190948,5.5072436753673655,région wallonne,liège,ans,28.63154989823726,1241.69855830355,88.0,apartment,penthouse,good,2,72.0,0,0.0,0,4.0,0.0,830.0,6.0
259000,3400,50.76667903877654,5.039508072145607,région flamande,brabant flamand (le),landen,14.765100671140939,307.49678089893797,110.0,house,house,good,3,131.0,0,0.0,0,3.0,0.0,242.0,0.0
279000,6760,49.6024106010902,5.586439661915086,région wallonne,luxembourg,virton,21.72765657987333,118.88075235704501,95.0,house,house,excellent,2,148.0,0,0.0,0,2.0,0.0,247.0,400.0
125000,6987,50.225561542216425,5.482531103545013,région wallonne,luxembourg,rendeux,17.36239379386775,39.1004871542261,92.0,house,chalet,excellent,2,55.0,0,1.0,0,2.0,0.0,47.0,0.0
499000,2610,51.16429714238415,4.387893089723031,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,house,town_house,excellent,6,250.0,0,0.0,0,3.0,0.0,20886.0,122.0
170000,5555,49.91362049811571,4.998335027623808,région wallonne,namur,bièvre,13.233601841196778,31.7305052604632,85.0,house,house,renovation,4,168.0,0,0.0,0,3.0,0.0,46.0,200.0
238000,8434,51.15486680637328,2.7761610348929397,région flamande,flandre occidentale (la),middelkerke,19.944598337950136,251.206331264948,107.0,apartment,apartment,good,1,63.0,0,0.0,0,2.0,0.0,396.0,21.0
209999,2100,51.215898155997046,4.46823712928013,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,excellent,2,75.0,1,0.0,0,2.0,0.0,20886.0,0.0
299000,9940,51.12040642924183,3.7075201896052277,région flamande,flandre orientale (la),evergem,13.42919153553988,489.022129803614,113.0,house,house,good,3,130.0,0,0.0,0,3.0,0.0,495.0,0.0
495000,1850,50.940765638040666,4.3851759462201425,région flamande,brabant flamand (le),grimbergen,20.020070245860513,1030.77632792424,114.0,house,house,good,5,222.0,0,0.0,0,2.0,0.0,798.0,4.0
649000,3690,50.93287623158777,5.5754019777598245,région flamande,limbourg (le),zutendaal,12.865655471289273,229.94184781879298,108.0,house,villa,good,4,387.0,0,0.0,0,4.0,0.0,95.0,0.0
129000,4000,50.59185028437595,5.577531125648646,région wallonne,liège,liège,73.12874786748255,2851.82092694799,81.0,apartment,apartment,good,1,59.0,0,1.0,0,2.0,0.0,14317.0,0.0
199000,2100,51.215898155997046,4.46823712928013,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,excellent,3,87.0,0,0.0,0,2.0,0.0,20886.0,0.0
250000,8670,51.121346604412906,2.700626980557324,région flamande,flandre occidentale (la),koksijde,21.62814443516198,427.834882661131,137.0,apartment,apartment,good,3,67.0,0,0.0,0,2.0,0.0,466.0,0.0
374000,2890,51.062738850754315,4.240558354848952,région flamande,antwerpen,puurs-sint-amands,12.501391104351374,548.6039112119261,118.0,house,town_house,good,4,220.0,0,0.0,0,2.0,0.0,337.0,8.0
179000,2100,51.215898155997046,4.46823712928013,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,renovation,2,76.0,0,0.0,0,2.0,0.0,20886.0,0.0
299000,7090,50.60371814071546,4.131890628017427,région wallonne,hainaut (le),braine-le-comte,22.60802798276671,276.23506372571904,100.0,apartment,apartment,excellent,2,123.0,1,0.0,0,2.0,0.0,530.0,24.0
349000,1600,50.78100238757931,4.2506966915186215,région flamande,brabant flamand (le),sint-pieters-leeuw,19.137577002053387,898.1372007420371,96.0,house,house,good,3,139.0,0,0.0,0,2.0,0.0,699.0,0.0
240000,9051,51.020835067310294,3.6770404444377904,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,apartment,service_flat,good,1,93.5,0,0.0,0,2.0,0.0,12242.0,0.0
295000,4280,50.67444666979321,5.083404367538335,région wallonne,liège,hannut,11.964514999416364,198.09683443594,111.0,apartment,apartment,excellent,2,99.0,1,0.0,0,4.0,0.0,205.0,187.0
690000,9000,51.053260703972086,3.720262345300755,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,house,apartment_block,good,3,209.0,0,0.0,0,2.0,0.0,12242.0,0.0
275000,2110,51.229586673387296,4.516867253463567,région flamande,antwerpen,wijnegem,34.215500945179585,1342.0341457629202,110.0,apartment,apartment,good,2,95.0,1,0.0,0,3.0,0.0,362.0,20.0
139000,4130,50.529235561214904,5.560415477383841,région wallonne,liège,esneux,22.7644811725267,375.80769943165603,120.0,apartment,flat_studio,excellent,1,29.0,0,0.0,0,4.0,0.0,292.0,0.0
249000,4000,50.59185028437595,5.577531125648646,région wallonne,liège,liège,73.12874786748255,2851.82092694799,81.0,house,house,good,6,172.0,0,0.0,0,2.0,0.0,14317.0,0.0
275000,2300,51.3289645417869,4.940164879461028,région flamande,antwerpen,turnhout,26.297431561145757,834.13599416103,93.0,apartment,apartment,good,1,108.0,0,0.0,0,3.0,0.0,1244.0,17.0
249500,9100,51.16368187628335,4.156645019474472,région flamande,flandre orientale (la),sint-niklaas,26.031296189975937,972.2665027104879,96.0,house,house,excellent,2,130.0,0,0.0,0,2.0,0.0,2131.0,50.0
220000,2830,51.063785840068654,4.360048181748833,région flamande,antwerpen,willebroek,13.947890116114415,1032.23252769767,100.0,apartment,duplex,good,1,88.0,1,0.0,0,2.0,0.0,394.0,0.0
325000,9660,50.804414751954994,3.7639609001757734,région flamande,flandre orientale (la),brakel,8.160286605188084,264.61104861814204,110.0,house,house,renovation,3,116.0,0,0.0,0,4.0,0.0,123.0,0.0
449000,2060,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,good,4,129.0,0,0.0,0,2.0,0.0,20886.0,0.0
280000,9000,51.053260703972086,3.720262345300755,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,apartment,apartment,good,2,75.0,1,0.0,0,2.0,0.0,12242.0,3.0
389000,9890,50.91707954807099,3.7078450201871163,région flamande,flandre orientale (la),gavere,8.26384193524153,421.27346496522904,121.0,house,house,excellent,3,118.0,0,0.0,0,4.0,0.0,110.0,0.0
169000,5660,50.02591044841348,4.521200178801961,région wallonne,namur,couvin,24.87955705759689,67.1947369962626,84.0,house,house,good,3,116.0,0,0.0,0,3.0,0.0,346.0,0.0
358000,2970,51.25282552271659,4.594469949585567,région flamande,antwerpen,schilde,14.518431025148876,563.023137482802,138.0,apartment,apartment,good,2,103.0,0,0.0,0,2.0,0.0,295.0,3.0
640000,5540,50.2078836754068,4.832756422482895,région wallonne,namur,hastière,19.030579050097593,108.63741870990499,84.0,house,house,good,5,400.0,0,1.0,0,4.0,0.0,117.0,0.0
585000,9700,50.848018865686875,3.611088262898648,région flamande,flandre orientale (la),oudenaarde,17.27723075041282,474.49818900051304,110.0,house,mixed_use_building,good,6,525.0,0,0.0,0,2.0,0.0,565.0,0.0
235000,8900,50.855344107999336,2.8957068009838367,région flamande,flandre occidentale (la),ieper,16.286919831223628,270.43477627821,100.0,house,house,good,4,225.0,0,0.0,0,4.0,0.0,579.0,717.0
199900,2100,51.215898155997046,4.46823712928013,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,good,2,98.0,0,0.0,0,2.0,0.0,20886.0,5.0
545000,3001,50.85734711667344,4.691098755030863,région flamande,brabant flamand (le),leuven,41.60216904306358,1808.58488079449,114.0,house,house,good,4,198.0,0,0.0,0,3.0,0.0,4327.0,0.0
445000,3300,50.80922727420936,4.941172558459968,région flamande,brabant flamand (le),tienen,19.162953445777863,502.68584658942103,105.0,house,house,renovation,6,431.0,0,0.0,0,2.0,0.0,701.0,0.0
