price,postal_code,longitude,latitude,region,province,municipality,crime_rate,population_km,prosperity_index,type_of_property,subtype_of_property,state_of_the_building,number_of_rooms,living_area,fully_equipped_kitchen,furnished,open_fire,number_of_facades,swimming_pool,crimes,ext_area
475000,1800,50.93012891009888,4.428578360497885,région flamande,brabant flamand (le),vilvoorde,22.742122457582465,2199.23242639698,92.0,apartment,loft,good,3,400.0,0,0.0,0,2.0,0.0,1079.0,0.0
895000,2000,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,duplex,good,3,286.0,1,0.0,0,2.0,0.0,20886.0,30.0
289000,8680,51.09021185685532,2.9722168338691484,région flamande,flandre occidentale (la),koekelare,9.17639061968959,223.81227740795202,98.0,apartment,apartment,excellent,3,120.0,0,0.0,0,1.0,0.0,81.0,4.0
775000,2980,51.26355606407579,4.682858296150449,région flamande,antwerpen,zoersel,13.609965864254999,583.0956092748111,121.0,house,villa,renovation,4,350.0,0,0.0,0,4.0,0.0,307.0,0.0
1495000,8670,51.121346604412906,2.700626980557324,région flamande,flandre occidentale (la),koksijde,21.62814443516198,427.834882661131,137.0,apartment,duplex,renovation,4,148.0,0,1.0,0,2.0,0.0,466.0,0.0
259000,5030,50.56226114863281,4.697014729356807,région wallonne,namur,gembloux,17.28562801932367,274.63365750317996,110.0,house,house,good,3,154.0,0,0.0,0,4.0,0.0,458.0,200.0
1195000,8300,51.346651571344495,3.331958012765075,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,duplex,excellent,3,120.0,1,0.0,0,2.0,0.0,803.0,0.0
429210,9052,51.00344710907644,3.7083253028608065,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,apartment,apartment,good,2,100.0,1,0.0,0,3.0,0.0,12242.0,12.0
314000,1770,50.866522312514626,4.09303583540632,région flamande,brabant flamand (le),liedekerke,23.40683650895597,1377.24909898443,103.0,apartment,apartment,good,2,96.0,1,0.0,0,4.0,0.0,328.0,10.0
229000,2500,51.13160180554329,4.561792200549251,région flamande,antwerpen,lier,22.63805286574195,766.455002592227,109.0,house,house,good,2,105.0,0,0.0,0,2.0,0.0,865.0,0.0
359000,9300,50.941780843882924,4.047007532896995,région flamande,flandre orientale (la),aalst,18.682345183801306,1156.87598097508,105.0,house,house,excellent,3,122.0,0,0.0,0,2.0,0.0,1700.0,1730.0
260000,9620,50.86893462600802,3.790568577398006,région flamande,flandre orientale (la),zottegem,18.764465016912943,488.761972623482,116.0,house,house,good,3,219.0,0,0.0,0,3.0,0.0,527.0,0.0
375000,1440,50.67878793707231,4.268277717247763,région wallonne,brabant wallon (le),braine-le-château,14.559458951718955,467.972993835029,116.0,apartment,penthouse,excellent,2,124.0,0,0.0,0,2.0,0.0,155.0,30.0
340000,2150,51.19145932067747,4.487687146271747,région flamande,antwerpen,borsbeek,0.3744775212525172,2666.2549387733,87.0,house,apartment_block,renovation,4,270.0,0,0.0,0,2.0,0.0,204.0,0.0
345000,8200,51.19372229465939,3.1708734667446055,région flamande,flandre occidentale (la),brugge,29.52389692080521,850.208400321997,110.0,apartment,apartment,good,2,81.0,0,0.0,0,2.0,0.0,3539.0,0.0
315000,9100,51.16368187628335,4.156645019474472,région flamande,flandre orientale (la),sint-niklaas,26.031296189975937,972.2665027104879,96.0,house,house,renovation,4,145.0,0,0.0,0,4.0,0.0,2131.0,0.0
215000,2018,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,good,1,53.0,1,0.0,0,2.0,0.0,20886.0,0.0
560000,9000,51.053260703972086,3.720262345300755,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,house,house,good,4,152.0,0,0.0,0,2.0,0.0,12242.0,23.0
395000,9100,51.16368187628335,4.156645019474472,région flamande,flandre orientale (la),sint-niklaas,26.031296189975937,972.2665027104879,96.0,apartment,apartment,good,3,114.0,0,0.0,0,2.0,0.0,2131.0,9.0
389000,1140,50.87001921742844,4.408236007087518,région de bruxelles-capitale,région de bruxelles-capitale,evere,28.09833311226069,8826.439120907431,73.0,apartment,apartment,excellent,2,86.0,1,1.0,0,2.0,0.0,1271.0,8.0
342000,9230,51.00236028375542,3.8707194000984635,région flamande,flandre orientale (la),wetteren,18.879821958456976,728.29406785572,106.0,apartment,duplex,excellent,2,172.0,1,0.0,0,2.0,0.0,509.0,11.0
383011,9800,50.98786919100002,3.5164337686649905,région flamande,flandre orientale (la),deinze,15.702315761694267,355.16631787008197,114.0,house,house,excellent,3,148.0,0,0.0,0,3.0,0.0,714.0,0.0
149000,4500,50.49945695953772,5.181064535082792,région wallonne,liège,huy,36.671887957246845,455.66104796667,93.0,house,house,good,2,171.0,0,0.0,0,2.0,0.0,796.0,0.0
219000,6880,49.84977519876712,5.240492986044481,région wallonne,luxembourg,bertrix,16.41344127758678,65.109912276145,90.0,apartment,apartment,excellent,2,92.0,1,0.0,0,2.0,0.0,148.0,0.0
117500,8500,50.81548648715903,3.276541129725285,région flamande,flandre occidentale (la),kortrijk,31.262495001999202,991.805423321235,103.0,apartment,apartment,renovation,1,85.0,0,0.0,0,2.0,0.0,2502.0,0.0
239000,4190,50.39547917259399,5.633411249954286,région wallonne,liège,ferrières,13.276064037485357,89.7600973012072,104.0,house,house,good,3,177.0,0,0.0,0,2.0,0.0,68.0,1453.0
525000,9000,51.053260703972086,3.720262345300755,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,house,mixed_use_building,excellent,4,198.0,0,0.0,0,2.0,0.0,12242.0,0.0
475000,1315,50.6951830376784,4.788379199533981,région wallonne,brabant wallon (le),incourt,15.3655951960438,145.522206902096,113.0,house,villa,good,3,142.0,0,0.0,0,4.0,1.0,87.0,1543.0
260000,1140,50.87001921742844,4.408236007087518,région de bruxelles-capitale,région de bruxelles-capitale,evere,28.09833311226069,8826.439120907431,73.0,apartment,apartment,excellent,1,56.0,1,1.0,0,2.0,0.0,1271.0,0.0
350000,9940,51.12040642924183,3.7075201896052277,région flamande,flandre orientale (la),evergem,13.42919153553988,489.022129803614,113.0,apartment,apartment,excellent,2,94.0,0,0.0,0,4.0,0.0,495.0,13.0
219000,5000,50.457759547420494,4.854539162275639,région wallonne,namur,namur,35.7975153755848,648.80394173945,98.0,apartment,apartment,good,2,75.0,0,0.0,0,2.0,0.0,4086.0,5.0
325000,3800,50.798878110258016,5.2274980798927775,région flamande,limbourg (le),sint-truiden,18.27871422026092,387.133478935253,103.0,house,house,renovation,3,187.0,0,0.0,0,3.0,0.0,758.0,0.0
449000,8550,50.80547297509661,3.339351438011737,région flamande,flandre occidentale (la),zwevegem,9.191390343222803,405.363475208663,106.0,house,villa,good,3,368.0,0,0.0,0,4.0,0.0,237.0,0.0
395000,5590,50.25624897081881,5.122824767561598,région wallonne,namur,ciney,13.792702089274282,116.203560234169,96.0,house,house,good,5,229.0,0,0.0,1,4.0,0.0,237.0,1525.0
879500,3221,50.947958829092094,4.831013953272166,région flamande,brabant flamand (le),holsbeek,8.817478201234447,263.218734200783,130.0,house,house,renovation,4,407.0,1,0.0,0,4.0,0.0,90.0,0.0
295000,8000,51.232646001171425,3.2071828570336303,région flamande,flandre occidentale (la),brugge,29.52389692080521,850.208400321997,110.0,house,house,good,2,90.0,0,0.0,0,4.0,0.0,3539.0,13.0
222000,8400,51.204054302137884,2.920364240174513,région flamande,flandre occidentale (la),oostende,32.0998539663296,1772.3684232052299,99.0,apartment,apartment,good,2,71.0,0,0.0,0,2.0,0.0,2330.0,7.0
199000,5500,50.228545842808934,4.90622118525634,région wallonne,namur,dinant,27.76110444177671,133.216923119072,89.0,apartment,apartment,good,2,90.0,0,1.0,0,2.0,0.0,370.0,5.0
329000,2640,51.17463975833746,4.461040132890298,région flamande,antwerpen,mortsel,23.995787573341357,3415.59687324125,112.0,apartment,apartment,excellent,2,100.0,0,0.0,0,2.0,0.0,638.0,25.0
100000,6041,50.469348178772314,4.443036647141276,région wallonne,hainaut (le),charleroi,50.85600180107869,1984.71493052662,72.0,house,house,good,3,91.0,0,0.0,0,2.0,0.0,10391.0,0.0
399000,8720,50.94966332294179,3.3924510777041075,région flamande,flandre occidentale (la),dentergem,6.076587938546205,334.311711902877,103.0,house,house,good,3,128.0,0,0.0,0,3.0,0.0,53.0,0.0
399000,1070,50.828980275263795,4.292904442200332,région de bruxelles-capitale,région de bruxelles-capitale,anderlecht,50.41040914513237,7066.0377358490605,62.0,house,house,excellent,5,185.0,0,0.0,0,2.0,0.0,6381.0,15.0
610000,1330,50.7122118597938,4.528024961130181,région wallonne,brabant wallon (le),rixensart,14.851056459993073,1315.25312073643,123.0,apartment,apartment,excellent,3,131.0,0,0.0,0,3.0,0.0,343.0,13.0
335000,9900,51.19431839992802,3.5623319136868963,région flamande,flandre orientale (la),eeklo,27.052363733761883,735.687300613831,100.0,apartment,apartment,good,2,94.0,0,0.0,0,2.0,0.0,606.0,0.0
536500,9800,50.98786919100002,3.5164337686649905,région flamande,flandre orientale (la),deinze,15.702315761694267,355.16631787008197,114.0,house,villa,excellent,3,192.0,1,0.0,0,4.0,0.0,714.0,0.0
139000,8400,51.204054302137884,2.920364240174513,région flamande,flandre occidentale (la),oostende,32.0998539663296,1772.3684232052299,99.0,apartment,apartment,good,1,61.0,0,0.0,0,2.0,0.0,2330.0,0.0
126000,2060,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,flat_studio,good,1,44.0,0,0.0,0,2.0,0.0,20886.0,0.0
295000,2000,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,good,1,68.0,0,0.0,0,2.0,0.0,20886.0,0.0
360000,9880,51.09151927680345,3.4195278281906196,région flamande,flandre orientale (la),aalter,14.57011447947091,248.53767281928998,115.0,apartment,apartment,renovation,2,145.0,0,0.0,0,2.0,0.0,434.0,0.0
325000,8553,50.80839107751576,3.4215637822902787,région flamande,flandre occidentale (la),zwevegem,9.191390343222803,405.363475208663,106.0,house,house,renovation,4,139.0,0,0.0,0,4.0,0.0,237.0,0.0
379900,9280,50.99414481507905,4.137729814030584,région flamande,flandre orientale (la),lebbeke,11.216910115160276,734.6916111909,108.0,house,house,excellent,4,172.0,0,0.0,0,4.0,0.0,225.0,0.0
389000,1601,50.78483815859806,4.296779977559773,région flamande,brabant flamand (le),sint-pieters-leeuw,19.137577002053387,898.1372007420371,96.0,house,house,good,3,160.0,1,0.0,0,2.0,0.0,699.0,0.0
270000,5024,50.49074420495649,4.962847303886857,région wallonne,namur,namur,35.7975153755848,648.80394173945,98.0,apartment,apartment,good,3,105.0,0,0.0,0,2.0,0.0,4086.0,0.0
329000,4400,50.593410925357574,5.430129978484226,région wallonne,liège,flémalle,22.924227834975188,738.411543919489,88.0,house,house,good,5,195.0,0,0.0,0,4.0,0.0,619.0,18.0
309000,8200,51.19372229465939,3.1708734667446055,région flamande,flandre occidentale (la),brugge,29.52389692080521,850.208400321997,110.0,apartment,apartment,excellent,1,83.0,0,0.0,0,2.0,0.0,3539.0,0.0
170000,6860,49.80698722514835,5.6099619087915436,région wallonne,luxembourg,léglise,10.960780955643088,33.610779119043,100.0,house,house,good,2,176.0,0,0.0,0,3.0,0.0,64.0,0.0
219000,2845,51.10729376871485,4.33556593193733,région flamande,antwerpen,niel,10.578150647455773,2051.09750363141,102.0,apartment,apartment,good,2,90.0,1,0.0,0,2.0,0.0,116.0,0.0
598000,8301,51.31166474283851,3.2588654806261412,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,house,house,excellent,3,146.0,0,0.0,0,4.0,0.0,803.0,0.0
180000,1070,50.828980275263795,4.292904442200332,région de bruxelles-capitale,région de bruxelles-capitale,anderlecht,50.41040914513237,7066.0377358490605,62.0,apartment,apartment,excellent,2,80.0,0,0.0,0,2.0,0.0,6381.0,0.0
399000,9050,51.03750198876654,3.7710482317047225,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,house,house,good,4,136.0,1,0.0,0,2.0,0.0,12242.0,0.0
739000,8300,51.346651571344495,3.331958012765075,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,apartment,excellent,3,90.0,0,0.0,0,2.0,0.0,803.0,0.0
759000,2550,51.128476784411255,4.44113168462789,région flamande,antwerpen,kontich,18.992301664131286,911.455461138355,126.0,house,house,good,4,240.0,1,0.0,0,3.0,0.0,412.0,0.0
550000,3001,50.85734711667344,4.691098755030863,région flamande,brabant flamand (le),leuven,41.60216904306358,1808.58488079449,114.0,house,house,renovation,4,204.0,0,0.0,0,2.0,0.0,4327.0,208.0
895000,1950,50.845386982127444,4.471344481505892,région flamande,brabant flamand (le),kraainem,21.6301389485747,2392.4826488460203,117.0,house,house,good,6,280.0,0,0.0,0,3.0,0.0,302.0,750.0
290000,7800,50.63179570360427,3.78049228040414,région wallonne,hainaut (le),ath,19.801650692225774,234.935439314377,102.0,apartment,apartment,good,2,81.0,0,0.0,0,1.0,0.0,595.0,0.0
320000,5580,50.15164063847288,5.170062938055328,région wallonne,namur,rochefort,15.492293173954074,76.4447777437823,92.0,house,house,excellent,4,370.0,0,0.0,0,2.0,0.0,197.0,0.0
319000,4420,50.629837917805894,5.535060559845203,région wallonne,liège,saint-nicolas,24.662120779061695,3546.4469281913603,75.0,apartment,duplex,good,4,145.0,0,0.0,0,3.0,0.0,604.0,0.0
285000,4460,50.64214218719312,5.42914187160935,région wallonne,liège,grâce-hollogne,22.440995657968273,680.699117587327,83.0,house,house,excellent,3,105.0,0,0.0,0,2.0,0.0,522.0,200.0
154000,2100,51.215898155997046,4.46823712928013,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,excellent,2,70.0,0,0.0,0,2.0,0.0,20886.0,4.0
795000,9630,50.87804896694438,3.7346053432296387,région flamande,flandre orientale (la),zwalm,7.793764988009593,246.179945496823,116.0,house,villa,excellent,4,290.0,0,0.0,0,4.0,1.0,65.0,0.0
219000,2000,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,renovation,1,66.0,0,0.0,0,2.0,0.0,20886.0,0.0
469000,1560,50.76103393358512,4.450819430141942,région flamande,brabant flamand (le),hoeilaart,14.094190443451359,566.656832797373,126.0,house,house,renovation,3,173.0,0,0.0,0,4.0,0.0,164.0,17.0
180000,6950,50.1175874690849,5.367278074686654,région wallonne,luxembourg,nassogne,10.462074978204011,50.7015704941861,94.0,house,house,renovation,2,108.0,0,0.0,0,4.0,0.0,60.0,322.0
370000,3200,50.98527054969427,4.8343102291469755,région flamande,brabant flamand (le),aarschot,19.975592523604597,493.902811194936,114.0,house,house,good,3,144.0,1,0.0,0,4.0,0.0,622.0,0.0
265000,8530,50.84348326097594,3.317611496271605,région flamande,flandre occidentale (la),harelbeke,13.643659711075442,1017.21337009688,102.0,house,house,good,2,138.0,0,0.0,0,2.0,0.0,408.0,0.0
379500,3012,50.92127141131543,4.707202587569181,région flamande,brabant flamand (le),leuven,41.60216904306358,1808.58488079449,114.0,house,house,renovation,3,119.0,0,0.0,0,2.0,0.0,4327.0,0.0
162000,8400,51.204054302137884,2.920364240174513,région flamande,flandre occidentale (la),oostende,32.0998539663296,1772.3684232052299,99.0,apartment,apartment,good,2,90.0,0,0.0,0,2.0,0.0,2330.0,0.0
314900,6840,49.8424024694399,5.431672182519433,région wallonne,luxembourg,neufchâteau,14.891041162227603,72.16656945876359,94.0,house,house,good,3,133.0,0,0.0,0,3.0,0.0,123.0,744.0
149000,5500,50.228545842808934,4.90622118525634,région wallonne,namur,dinant,27.76110444177671,133.216923119072,89.0,house,town_house,good,3,150.0,0,0.0,0,2.0,0.0,370.0,98.0
239000,8380,51.319188488680844,3.1984127435592233,région flamande,flandre occidentale (la),brugge,29.52389692080521,850.208400321997,110.0,apartment,apartment,good,2,60.0,0,0.0,0,2.0,0.0,3539.0,0.0
1095000,8301,51.31166474283851,3.2588654806261412,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,apartment,excellent,3,118.0,0,0.0,0,2.0,0.0,803.0,0.0
750000,2520,51.1851724480689,4.599904016207306,région flamande,antwerpen,ranst,8.394012944983817,452.81849287278,120.0,house,house,excellent,4,215.0,0,0.0,0,4.0,1.0,166.0,536.0
375000,8670,51.121346604412906,2.700626980557324,région flamande,flandre occidentale (la),koksijde,21.62814443516198,427.834882661131,137.0,apartment,apartment,good,2,67.0,0,0.0,0,2.0,0.0,466.0,0.0
350000,9050,51.03750198876654,3.7710482317047225,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,house,house,renovation,3,200.0,0,0.0,0,2.0,0.0,12242.0,0.0
119000,6800,49.966023829437134,5.380064364430568,région wallonne,luxembourg,libramont-chevigny,19.46207818242566,66.8044226090183,97.0,house,house,renovation,3,91.0,0,0.0,0,3.0,0.0,233.0,13.0
529000,9190,51.21058097517089,4.018028609943872,région flamande,flandre orientale (la),stekene,11.792332431466638,432.779122429367,111.0,house,house,good,3,230.0,0,0.0,0,3.0,0.0,231.0,30.0
337000,9800,50.98786919100002,3.5164337686649905,région flamande,flandre orientale (la),deinze,15.702315761694267,355.16631787008197,114.0,house,house,excellent,3,138.0,0,0.0,0,3.0,0.0,714.0,0.0
1368000,5140,50.544450199823686,4.604155625840349,région wallonne,namur,sombreffe,17.048164043872198,233.73036193347198,104.0,house,apartment_block,good,3,435.0,1,0.0,0,4.0,0.0,143.0,0.0
299500,8301,51.31166474283851,3.2588654806261412,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,apartment,good,2,80.0,0,0.0,0,2.0,0.0,803.0,0.0
215000,9500,50.75631465402039,3.8691914611452813,région flamande,flandre orientale (la),geraardsbergen,15.314723277807937,437.188053507601,103.0,house,house,renovation,4,183.0,0,0.0,0,2.0,0.0,536.0,0.0
255000,4020,50.639959100598105,5.638561209383813,région wallonne,liège,liège,73.12874786748255,2851.82092694799,81.0,apartment,ground_floor,good,3,107.0,0,0.0,0,2.0,0.0,14317.0,0.0
229000,1070,50.828980275263795,4.292904442200332,région de bruxelles-capitale,région de bruxelles-capitale,anderlecht,50.41040914513237,7066.0377358490605,62.0,apartment,apartment,good,2,87.0,1,0.0,0,2.0,0.0,6381.0,3.0
135000,7900,50.59212889282027,3.6154793651811903,région wallonne,hainaut (le),leuze-en-hainaut,15.2806140412647,190.714155820999,95.0,house,house,good,3,95.0,0,0.0,0,2.0,0.0,217.0,84.0
325000,1300,50.72477661519289,4.609958977641858,région wallonne,brabant wallon (le),wavre,21.823499634400136,844.332715245123,112.0,apartment,apartment,good,2,90.0,0,0.0,0,2.0,0.0,776.0,4.0
160000,4102,50.59505274799415,5.5464915208551835,région wallonne,liège,seraing,37.002458531727505,1823.3599286567098,77.0,house,house,good,2,85.0,0,0.0,0,2.0,0.0,2378.0,50.0
279000,2880,51.09084846028838,4.228201007273273,région flamande,antwerpen,bornem,14.540677658996195,477.968936002956,120.0,house,house,renovation,4,233.0,0,0.0,0,3.0,0.0,321.0,0.0
275000,1420,50.692382997024126,4.35823745489421,région wallonne,brabant wallon (le),braine-l'alleud,20.340574874570574,773.318325543831,117.0,apartment,apartment,excellent,2,80.0,0,0.0,0,2.0,0.0,823.0,0.0
284000,2020,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,house,town_house,good,2,112.0,0,0.0,0,2.0,0.0,20886.0,0.0
560000,2580,51.04727200735847,4.627238962828943,région flamande,antwerpen,putte,10.362694300518134,537.972544912203,115.0,house,house,good,3,324.0,1,0.0,0,4.0,0.0,196.0,0.0
309000,1428,50.64114510796939,4.366142301894997,région wallonne,brabant wallon (le),braine-l'alleud,20.340574874570574,773.318325543831,117.0,house,country_cottage,renovation,3,136.0,0,0.0,1,3.0,0.0,823.0,166.0
1149000,1650,50.76625120592787,4.312619251793211,région flamande,brabant flamand (le),beersel,18.67572156196944,871.8292863196581,114.0,house,house,excellent,6,396.0,0,0.0,1,4.0,0.0,495.0,0.0
279000,3270,50.97091251522217,4.977675317891447,région flamande,brabant flamand (le),scherpenheuvel-zichem,9.791258697554268,469.25040293244297,109.0,apartment,apartment,good,2,85.0,0,0.0,0,2.0,0.0,235.0,14.0
379000,3020,50.90898399648882,4.642821496825906,région flamande,brabant flamand (le),herent,13.604555135393575,702.8232741147631,133.0,house,house,good,4,118.0,0,0.0,0,4.0,0.0,313.0,48.0
500000,8501,50.85249379414545,3.2340102684744165,région flamande,flandre occidentale (la),kortrijk,31.262495001999202,991.805423321235,103.0,house,villa,renovation,5,400.0,0,0.0,0,4.0,0.0,2502.0,150.0
210000,3271,50.99895330058122,4.981617466438012,région flamande,brabant flamand (le),scherpenheuvel-zichem,9.791258697554268,469.25040293244297,109.0,house,house,renovation,3,160.0,0,0.0,0,4.0,0.0,235.0,2.0
465000,8310,51.21677335757064,3.2724169340982785,région flamande,flandre occidentale (la),brugge,29.52389692080521,850.208400321997,110.0,house,town_house,excellent,3,208.0,0,0.0,0,3.0,0.0,3539.0,45.0
399000,9000,51.053260703972086,3.720262345300755,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,apartment,apartment,excellent,2,106.0,0,0.0,0,2.0,0.0,12242.0,14.0
175000,4540,50.55255963122397,5.311435799134499,région wallonne,liège,amay,16.585231573876538,525.291990553348,93.0,house,house,renovation,2,85.0,0,0.0,0,3.0,0.0,241.0,130.0
925000,9220,51.089266350478,4.120667785433801,région flamande,flandre orientale (la),hamme,13.735618689833295,630.443259785896,102.0,house,mansion,excellent,6,500.0,1,0.0,0,2.0,0.0,351.0,347.0
435000,3520,50.99193999281114,5.376662200197104,région flamande,limbourg (le),zonhoven,12.909132524605171,550.6074262310191,109.0,house,house,excellent,3,300.0,1,0.0,0,4.0,0.0,282.0,660.0
209000,2060,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,apartment,renovation,1,56.0,0,0.0,0,2.0,0.0,20886.0,72.0
349000,4540,50.55255963122397,5.311435799134499,région wallonne,liège,amay,16.585231573876538,525.291990553348,93.0,house,house,good,4,174.0,0,0.0,0,3.0,0.0,241.0,1814.0
164900,7134,50.42207407680261,4.193661361460719,région wallonne,hainaut (le),binche,20.147989658553982,549.656519802482,90.0,house,house,good,4,130.0,0,0.0,0,2.0,0.0,678.0,0.0
599000,8400,51.204054302137884,2.920364240174513,région flamande,flandre occidentale (la),oostende,32.0998539663296,1772.3684232052299,99.0,apartment,apartment,excellent,3,129.0,1,1.0,0,2.0,0.0,2330.0,6.0
349000,1410,50.70976366812478,4.403520554166193,région wallonne,brabant wallon (le),waterloo,29.056085762844816,1434.78744291812,127.0,apartment,apartment,excellent,3,122.0,0,0.0,0,4.0,0.0,889.0,2.0
299000,1495,50.549583794306336,4.535360186118476,région wallonne,brabant wallon (le),villers-la-ville,14.306280367104552,231.39275578695302,114.0,apartment,apartment,excellent,2,108.0,1,0.0,0,3.0,0.0,159.0,35.0
239000,4800,50.59152456135572,5.865875472582388,région wallonne,liège,verviers,28.653397884167116,1689.5949580087,77.0,house,house,renovation,4,197.0,0,0.0,0,2.0,0.0,1598.0,127.0
109000,4020,50.639959100598105,5.638561209383813,région wallonne,liège,liège,73.12874786748255,2851.82092694799,81.0,apartment,flat_studio,good,1,39.0,0,0.0,0,2.0,0.0,14317.0,0.0
215500,2950,51.33395441181101,4.443787769978329,région flamande,antwerpen,kapellen,15.693614570585272,746.375877922544,129.0,apartment,apartment,good,1,57.0,1,0.0,0,4.0,0.0,436.0,4.0
299000,4400,50.593410925357574,5.430129978484226,région wallonne,liège,flémalle,22.924227834975188,738.411543919489,88.0,house,house,excellent,5,138.0,0,0.0,0,3.0,0.0,619.0,70.0
599000,8300,51.346651571344495,3.331958012765075,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,apartment,good,2,85.0,1,0.0,0,2.0,0.0,803.0,0.0
325000,2820,51.027021221986644,4.54466040398519,région flamande,antwerpen,bonheiden,6.859065614080497,529.412143551196,136.0,apartment,apartment,good,1,79.0,0,0.0,0,2.0,0.0,106.0,0.0
469000,2018,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,apartment,ground_floor,good,2,104.0,0,0.0,0,2.0,0.0,20886.0,99.0
699000,8300,51.346651571344495,3.331958012765075,région flamande,flandre occidentale (la),knokke-heist,24.697053576920712,527.878757188906,150.0,apartment,apartment,good,2,102.0,1,1.0,0,2.0,0.0,803.0,7.0
250000,8000,51.232646001171425,3.2071828570336303,région flamande,flandre occidentale (la),brugge,29.52389692080521,850.208400321997,110.0,house,house,renovation,4,129.0,0,0.0,0,4.0,0.0,3539.0,0.0
249000,8000,51.232646001171425,3.2071828570336303,région flamande,flandre occidentale (la),brugge,29.52389692080521,850.208400321997,110.0,apartment,apartment,excellent,2,73.0,0,0.0,0,3.0,0.0,3539.0,0.0
219000,4020,50.639959100598105,5.638561209383813,région wallonne,liège,liège,73.12874786748255,2851.82092694799,81.0,apartment,apartment,excellent,2,87.0,0,0.0,0,2.0,0.0,14317.0,8.0
790000,8930,50.804089742749824,3.1215173255091266,région flamande,flandre occidentale (la),menen,27.573582822442397,1037.796921503,91.0,house,villa,excellent,4,262.0,1,0.0,0,4.0,0.0,949.0,740.0
459000,2560,51.14377998437943,4.634965861012082,région flamande,antwerpen,nijlen,10.461045260893407,604.842233178455,110.0,house,house,excellent,4,186.0,1,0.0,0,3.0,0.0,248.0,0.0
270000,4420,50.629837917805894,5.535060559845203,région wallonne,liège,saint-nicolas,24.662120779061695,3546.4469281913603,75.0,house,bungalow,good,2,90.0,0,1.0,0,3.0,0.0,604.0,135.0
310000,7534,50.61105853195004,3.5520671325420774,région wallonne,hainaut (le),tournai,30.793243282667678,318.349544893288,95.0,house,house,good,3,183.0,0,0.0,0,4.0,0.0,2111.0,0.0
259000,1800,50.93012891009888,4.428578360497885,région flamande,brabant flamand (le),vilvoorde,22.742122457582465,2199.23242639698,92.0,apartment,apartment,good,2,62.0,0,0.0,0,2.0,0.0,1079.0,2.0
332800,2640,51.17463975833746,4.461040132890298,région flamande,antwerpen,mortsel,23.995787573341357,3415.59687324125,112.0,apartment,apartment,good,2,95.0,0,0.0,0,3.0,0.0,638.0,13.0
650000,2060,51.248447820724365,4.376134025032607,région flamande,antwerpen,antwerpen,38.33988974941212,2666.2549387733,87.0,house,apartment_block,good,3,268.0,0,0.0,0,2.0,0.0,20886.0,0.0
289000,8790,50.878530359819216,3.426441012327737,région flamande,flandre occidentale (la),waregem,14.676100707553065,898.816906432075,106.0,house,house,renovation,4,214.0,0,0.0,0,4.0,0.0,587.0,554.0
292000,2350,51.30529427138714,4.885090740973934,région flamande,antwerpen,vosselaar,9.575459706804509,997.325619081786,114.0,apartment,ground_floor,good,1,72.0,0,0.0,0,3.0,0.0,113.0,42.0
775000,8670,51.121346604412906,2.700626980557324,région flamande,flandre occidentale (la),koksijde,21.62814443516198,427.834882661131,137.0,apartment,penthouse,good,4,161.0,0,0.0,0,2.0,0.0,466.0,9.0
685000,3010,50.88954206447257,4.736791897843723,région flamande,brabant flamand (le),leuven,41.60216904306358,1808.58488079449,114.0,house,house,excellent,3,215.0,0,0.0,0,2.0,0.0,4327.0,13.0
569000,9000,51.053260703972086,3.720262345300755,région flamande,flandre orientale (la),gent,45.408517157090024,1708.80636822936,103.0,house,house,good,3,157.0,0,0.0,0,2.0,0.0,12242.0,55.0
